id,title,url,description,adress,rating,created,updated
,Novo Nordisk India Pvt Ltd,http://www.novonordisk.co.in,Marketing; Novo Nordisk has introduced products and services  in the area of diabetes care in the country.,,,NOW(),NOW()
,Novozymes South Asia ,http://www.novozymes.com,Manufacture industrial products based on bioinnovations,,,NOW(),NOW()
,Nunhems India Pvt Ltd,"NA


http://www.nunhems.com","Conventional bred hybrids of vegetable crops and use of molecular techniques to breed better 
hybrids in short time. R & D, Marketing; Cell biology, molecular markers and GM crops.",,,NOW(),NOW()
,Nutracryst Therapeutics Pvt. Ltd.,http://www.nutracryst.com,"therapeutic areas, Drug Discovery Research",,,NOW(),NOW()
,Nuziveedu Seeds Ltd,http://www.nuziveeduseeds.co.in,"Manufacture, R & D, Marketing; Development of  transgenic varieties in crops like cotton, pearl millet, vegetables etc.. ",,,NOW(),NOW()
,NW Overseas Pvt Ltd,http://www.nwoverseas.com,"Marketing; Organizing  conferences, product trainings and seminars.",,,NOW(),NOW()
,Ocimum Biosolutions (India) Ltd,http://www3.ocimumbio.com,"Biomarker Discovery, Biologicals and Biogenerics Development",,,NOW(),NOW()
,Olivine International,"http://www.olivineintl.com

olvineinternational.en.ec21.com",Marketing; Marketing of equipment and chemicals to biotechnology and other industries.,,,NOW(),NOW()
,Onco Life Sciences Pvt Ltd,http://www.onco.in,"Consultancy; ONCO Life Sciences provides its clients services in the following areas:  business development representation for products and services; searches for ideal partner in research or production; securing in-licensing and out-licensing deals; market studies for products, services or drugs using the company's network of partners; guidance in FDA regulations for health products etc.",,,NOW(),NOW()
,Oncophyta Labs Private Ltd,http://www.oncophyta.org,"Phytoceutical research and molecular diagnostics. Manufacture, R & D; Designing and manufacturing of biotechnology lab kits, biotechnology training and phytoceutical research.",,,NOW(),NOW()
,"Operon Biotech Pvt Ltd

","http://www.cetexpetro.com

http://www.ticelbiopark.com

",R & D. Development of enzymes-Alpha-amylase and cellulase.,,,NOW(),NOW()
,"Orchid Biomedical Systems

Tulip Diagnostics (P) Ltd",http://www.tulipgroup.com,"Design, manufacture, formulation  & marketing of  diagnostic kits and reagents.; Manufacturing of  one step membrane and ELISA based tests for fertility, infectious diseases and parasitology.",,,NOW(),NOW()
,Orchid Chemicals & Pharmaceuticals Ltd,http://www.orchidpharma.com,"Engaged in new research projects to aid process and technology development, development of new molecules, chemical process enhancement development of innovative drug delivery systems and research in biotechnology.  Manufacture, R & D; Development and manufacture of APIs and finished dosage forms.",,,NOW(),NOW()
,Organica Biotech Pvt Ltd,http://www.organicabiotech.com,"R & D, Marketing; Development and marketing of bioproducts for  environmental, agricultural, aquaculture and industrial spheres.",,,NOW(),NOW()
,Oriental Biotech Ltd,http://www.orientalbiotech.com,"Manufacture, Marketing; Contract production and export vegetable hybrid and flower seed companies in U.S.A., Europe and far-east.",,,NOW(),NOW()
,OSB Agencies Pvt Ltd,http://www.osbindia.com,"R & D, Marketing; Development and marketing of diagnostic immunoassay kits with specialization in ELISA assays for research and clinical use for different branches of medicine; research biologicals and antibodies.",,,NOW(),NOW()
,Oxys Technologies Pvt. Ltd,http://www.oxys-tech.com,IP development in healthcare and embedded product design services,,,NOW(),NOW()
,Ozone Biotech,http://www.ozonebiotech.com,"Manufacture; Production of neem based organic pesticides, Azadirachitin and organic manure.",,,NOW(),NOW()
,Paks Agro Division,http://www.paksagro.com,"Engaged in Agro products, Agro Chemicals and veterenary products.",,,NOW(),NOW()
,Palamoor Seeds Pvt Ltd,"NA

http://palamoorseeds.com","Manufacture, R & D, Marketing;Transfer of Bt genes resistant to bollworms to potent cotton varieties which can be released or used for hybrid production.. Development of new varieties/hybrids in field crops, biotechnology aspects.",,,NOW(),NOW()
,Pall India (P) Ltd,http://www.pall.com,"Manufacture, Marketing; Manufacturing and marketing of filtration systems, validation services and proprietary membranes used in the process of development of  pharmaceuticals, biopharmaceuticals, blood fractions, therapeutic biologicals, food and beverages, diagnostics  laboratory-scale filtration devices.",,,NOW(),NOW()
,Palm Grove Nurseries,http://www.palmgrovenurseries.com,"Manufacture; Mass propagation of ornamental and fruit plants for export market, Breeding of orchids and anthuriums.",,,NOW(),NOW()
,Panacea Biotec Ltd,http://www.panacea-biotec.com,"Panacea Biotec Ltd. Is a manufacturer and supplier of vaccines such as Oral Polio vaccines, various drugs in biotechnology sector",,,NOW(),NOW()
,Pappayin Products (India),NA,"R & D, Manufacture, Marketing; Production of  pappain and bromelain enzymes under environmentally sensitive conditions. It has well-established factory with modern filtration  and concentrating and spray-drying equipment.",,,NOW(),NOW()
,Paras Extra Growth Seeds Ltd,NA,"Crop improvement of sorghum, pearl - millet, wheat, cotton, corn, rice and vegetable crops.  Incorporation of Bt gene in elite parental lines of hybrid cotton employing back - cross breeding techniques.",,,NOW(),NOW()
,Parry Nutraceuticals Ltd,http://www.parrynutraceuticals.com,"Manufacture, R & D, Marketing; Manufacturing and marketing  of neutraceutical products",,,NOW(),NOW()
,Patel Seeds Pvt Ltd,NA,"R & D, Marketing",,,NOW(),NOW()
,Pelican Biotech  and Chemicals Labs,http://www.pelicanbiotech.com,"R & D; 1). Natural polymers, lutin based products,solution for ecosystem. 2) Drugs and pharmaceuticals from natural products. Manufacturing of lutin. Biopolymers for pharmaceutical application.",,,NOW(),NOW()
,Perfint Healthcare Pvt. Ltd.,http://www.perfinttech.com,"Manufacture of  robotic assistance platforms for Image Guided Minimally Invasive Interventions like Biopsy,  Tissue Ablation, Drug Delivery etc, o Robotic platforms for Image guided Minimally Invasive interventions
o Therapy Stations for Ablation and Drug Delivery
o Tool tip Sensors for In-Vivo tissue characterization ",,,NOW(),NOW()
,Perkin Elmer India,http://www.perkinelmer.com,Marketing; Manufacturing and marketing of life science and analytical instruments,,,NOW(),NOW()
,Persistent Systems Private Ltd,http://www.persistent.co.in,"Offers microarray portal solution, LIMS for proteomics, microarray and sequence data, analyses tools, post-genomic data warehouse and gene annotation tools.",,,NOW(),NOW()
,Phalada Agro Research Foundations Pvt Ltd,http://www.phaladaagro.com,"Manufacture, Marketing; Export of organic spices and medicinal herbs. Organic agri inputs, biocontrollers & biofertilizers, organic farming. Protein & enzyme extraction, isolation of agro-friendly microorganisms & propagation.",,,NOW(),NOW()
,PHI Seeds Ltd,http://www.pioneer.com,"Marketing; Marketing of  high-nutrient, pest- & disease  resistant hybrid seeds.",,,NOW(),NOW()
,Phulwari Biotech Ltd,NA,"Marketing, Consultancy Development of  improved variety of ornamental and medicinal plants.",,,NOW(),NOW()
,Pioneer Enterprise,http://www.pioneerherbal.com,Manufacture,,,NOW(),NOW()
,Piramal Life Sciences Ltd.,http://www.piramallifesciences.com,R&D laboratories ,,,NOW(),NOW()
,Pisces Instruments,"http://www.piscesinstruments.com

http://www.piscesinstrumentmfg.com","Manufacture; Manufacturing of biofermenters, shakers and autoclaves for biofertilizers and probiotics.",,,NOW(),NOW()
,PJ Margo Pvt Ltd.,"NA


http://www.pjmargo.com","Manufacture, R & D, Marketing; Extraction of bioactive compounds from plants and herbs.",,,NOW(),NOW()
,Polyclone Bioservices Pvt Ltd,http://www.polyclonebio.com,"Bio-therapeutics development, Recombinant based Vaccines, Stem Cell Research, R & D, Consultancy. Activities in the areas of cancer, diabetes and hemophilia.",,,NOW(),NOW()
,Pondicherry Biotech Pvt Ltd,http://www.pondicherrybiotech.com,R & D,,,NOW(),NOW()
,Pooja lab equipments,http://www.poojalabequips.com,"Manufacture, Marketing; Manufacture and marketing of superior quality scientific, research and laboratory equipment, instruments and high tech biotechnological equipment. Developing new instruments for biotechnology.",,,NOW(),NOW()
,Poseidon Biotech,http://www.poseidonbiotech.com,"Manufacture, R & D, Marketing; Manufacturing and marketing  of probiotics,herbal immuno stimulants, feed additives, shrimp disease diagnostic kits. Development of effective probiotics for increasing production in grow-out aquaculture ponds. Development of probiotics against luminescence bacteria in aquaculture hatcheries.Development of therapeutic bio molecules. Development of diagnostic tools for various aquacultured species.",,,NOW(),NOW()
,Poulvet,http://www.poulvet.com,Manufacture,,,NOW(),NOW()
,Prabhat Agri Biotech Ltd,http://www.prabhatseeds.com,"Manufacture, R & D, Marketing; Production and marketing of various crops.  Development of novel and productive varieties and hybrids of various crops by using a combination conventional and modern techniques of genetics and plant breeding.Development of  new hybrids for field and vegetable crops.",,,NOW(),NOW()
,Pragati Biocare Pvt Ltd,"NA

http://www.pragatibiocare.com


","Manufacture; Manufacture of neutraceuticals and biological products, poultry nutritional products, human neutraceuticals and plant growth promoters.",,,NOW(),NOW()
,"Praj Matrix-The Innovation Center,(A Division of Praj Industries Ltd.)
",http://www.praj.net ,Development of techno commercial projects in the areas of biofuel an industrial biotechnology products.,,,NOW(),NOW()
,Prathishta Indusries Ltd,http://www.prathista.com,"Manufacture, R & D, Marketing; Manufacturing  and marketing of biotechnology products through fermentation",,,NOW(),NOW()
,Pravardhan Seeds Pvt Ltd,NA,"Manufacture, R & D, Marketing; Cotton crop improvement by breeding and developing Bt cotton hybrids resistant to the bollworm complex. Breeding for development of varieties and hybrids in crops like cotton, castor, maize and pulses, protein expression by ELISA testing and cotton crossing programme with transgenic donor in green house to convert  proprietary parental lines to process Bt genes.",,,NOW(),NOW()
,PREMAS Biotech Pvt. Ltd,http://www.premasbiotech.com,"focus is on bio-molecules, proteins, receptors, cell based assays, customized reporter gene assays, microarray technology, SNP genotyping, etc. 
",,,NOW(),NOW()
,Premium Phytoceuticals Private Limited,"http://www.premiumphyto.com


NA.",1. Sponsored research projects 2. Own research projects 3. Technical consultancy,,,NOW(),NOW()
,Privi Organics Ltd.,http://www.privi.com,"The company is in the Business of Manufacturing and Selling Aroma ChemicalsThe Company has two Research and Development Laboratory. One is for Synthetic Chemistry and one is for Bio-Technology.
Year of commissioning of R&D (synthetic): 2004
Year of commissioning of R&D (BIOTECH): 2008
",,,NOW(),NOW()
,Priya Chemicals,"http://www.priyachem.com    
",manufacturer of Amino Acids,,,NOW(),NOW()
